_lab_Sample Name,_lab_country,_lab_city,_lab_street,Feature 01,Feature 02,Feature 03,Feature 04,Feature 05,Feature 06,Feature 07,Feature 08,Feature 09,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37
Sample 102,3,12,1,2447.127618,2979.769114,7591.347438,21767.71304,224.3102948,299.0897495,31.57967536,5143.363229,3931.570837,610.0033851,222.863666,2049.821975,156.0849379,10047.9413,28.26133931,312.9863593,619.6937758,166.7864485,39.24418446,7.11671457,11.74271593,223.4047886,376.7323573,468.4059605,6947.427361,11.4562285,420.1685124,10.45466784,127.7812871,666931.5332,7.300786249,170432.0231,213.3591624,36.91149752,12.73035957,3.765413941,5.156681021
Sample 103,3,12,2,2606.644548,2936.896792,6856.660617,20274.94524,193.3903316,265.3717233,33.89212531,4830.074286,4088.33542,541.6239709,244.0347855,1881.637023,143.9727443,10187.24411,34.69571992,312.8254192,592.9450393,163.1965528,40.00039192,7.728692066,11.83393089,217.3780224,371.075211,424.1485794,6822.723014,11.08469363,420.9640159,10.76997527,127.449977,933725.6595,6.689140454,257792.2506,198.4144694,33.13034341,12.21649066,3.942833427,4.76648298
Sample 104,3,12,2,2636.861866,2804.808514,6791.383869,20328.49723,194.4296307,243.0532153,30.91585397,4720.035366,4325.957139,612.6521906,184.6396572,2343.95391,149.072347,10032.95711,29.17409907,313.2285738,587.1816818,157.1864028,37.46914323,7.17170664,11.820928,213.8413057,381.9590385,445.5982726,7294.555454,12.14456622,420.348266,10.75570028,127.8332404,810950.0322,6.526527776,396799.3186,213.6064667,35.69971218,11.81008868,3.901086346,5.232268078
Sample 105,3,12,2,2243.165649,2942.255077,7459.96068,20636.52077,214.6805662,281.9265186,34.29091454,5140.135065,4044.439923,581.8672518,247.09554,2190.946926,160.2162951,10792.51082,31.99789848,344.7207664,607.7273995,168.7928164,39.66956353,7.20110778,12.84169585,219.29473,385.9876258,436.3378976,6694.155233,10.36358118,420.5984876,10.99239393,127.6766746,484548.2718,6.924389208,73994.76958,233.3280962,31.70492483,12.76478479,4.526949302,4.969116835
Sample 106,3,12,3,2683.601982,2789.377396,6944.354983,19782.53095,206.9003198,265.3795199,36.27388184,4836.836747,4096.601543,566.770699,232.3523664,2094.966605,145.2026975,10232.56458,29.93435338,319.4997755,589.4952628,165.5545938,38.97757493,7.405272701,11.88014435,218.3682329,375.726025,435.9539564,6744.910265,11.47477866,420.7313917,10.20307341,143.2066291,756749.2101,8.613234823,684096.067,188.6078919,32.5479342,11.90953478,4.262990112,4.856009768
Sample 107,3,12,3,2703.262971,2756.716019,6503.577237,20544.17062,198.2897587,238.7548836,31.60272213,4663.910536,4258.720262,570.441244,188.8307682,1956.067344,141.9705349,9757.993716,27.89134369,317.3876789,553.8416826,162.2323045,38.81855556,7.155488645,11.76945221,218.3186684,373.4249742,436.3126974,6970.24399,11.2686195,420.8708164,10.37541697,127.9807185,417047.4537,7.925010459,402388.3327,204.6092551,35.93500574,12.22190204,4.247843378,5.424930883
Sample 108,3,12,3,2923.654079,2844.790407,6613.467225,20713.83336,212.0512336,255.0440791,32.22287617,4806.539764,4184.678778,613.8785482,219.657954,2100.437535,148.6366679,9772.770984,25.25661271,319.6370126,592.4290768,158.9497521,35.92883208,7.276559961,11.60776412,214.1900841,374.0994798,438.3354899,7195.618356,11.13754222,420.3333994,10.70867018,127.5664284,971785.993,6.971797614,982835.2014,225.042813,37.86712372,12.7379488,4.04353378,5.22020742
Sample 109,3,13,1,2907.022548,1596.449304,7415.079181,24521.09594,248.2052681,155.88672,11.53427016,5733.338604,896.412759,929.4375989,172.3629484,2355.32084,209.1424644,9947.313802,37.94367302,306.7505397,917.0753904,528.479546,40.34977851,7.243322893,6.523056169,214.8022878,253.3090844,656.9800957,14831.38605,17.42640716,420.4630427,10.16349795,138.3676794,987974.7012,6.541473343,402183.9852,266.7286855,55.78419876,17.68027949,4.704543077,5.481108614
Sample 110,3,13,1,3480.414818,1590.077565,7521.813113,25151.85171,242.3250371,139.4337729,11.15359119,5823.574126,825.9816234,990.8175709,134.8918287,2502.134052,207.0290721,10172.05787,39.88668133,321.4861145,910.5115904,532.35009,39.91118572,6.930034052,6.037490375,219.644532,250.5345713,677.4672182,15055.07902,16.94912073,420.1668867,10.32396205,138.2556087,864147.529,6.666455487,620671.9472,274.6184711,60.13173793,17.10476545,4.270072472,6.186541251
Sample 111,3,13,1,3216.783875,1640.671264,7621.383306,25628.74506,246.2552204,146.4871724,10.8089731,5886.820266,774.7744794,990.6058287,152.822305,2244.134585,218.3093707,10342.04407,38.12223209,322.489781,904.5996403,537.41489,40.57050162,7.221061528,6.878939298,220.9924769,254.780846,677.0917617,14790.63654,16.24773549,2890.066389,21.00901225,139.4625215,388883.7759,7.309682356,154369.8055,261.9189724,60.75512434,18.18787294,4.334307817,5.830785884
Sample 112,3,13,2,3376.417155,1611.438645,7434.950613,25166.98641,242.8137882,158.0798389,10.1022382,5776.595552,843.0675184,934.2663122,186.5159054,2124.805948,205.4983582,10252.81294,41.69533451,322.7701368,919.9301615,519.5422465,39.59861134,6.845741326,6.031311252,216.0993284,248.8112322,680.1062483,15273.50621,15.70288775,420.4563705,10.2189569,127.025782,454741.828,7.228176273,381345.2044,262.8239811,63.07935188,16.95746014,4.529991828,5.552536494
Sample 113,3,13,2,3149.895644,1622.333501,7439.908828,25782.4909,243.7347826,153.8546574,16.91972394,5923.579593,812.8593571,951.7515362,174.880731,2079.524764,204.488888,10117.41207,42.58164132,304.9959658,929.0273568,522.4306556,41.59513848,6.811381113,6.790269413,218.0734495,253.3126339,668.2148564,15632.46908,16.72701389,420.1278223,10.32838809,132.2941269,246687.1976,6.837493376,161133.9718,256.1575849,58.52690565,17.25941864,4.086753715,6.090189536
Sample 114,3,13,2,2860.580004,1752.268854,7891.530052,26297.7022,258.6952258,153.2239934,16.3644057,6060.544994,790.1646278,974.5650053,150.6122732,2274.944257,212.8342844,10127.38416,37.48767456,312.2980922,928.7735966,525.4086955,42.06424475,6.71474159,6.082094167,219.6743963,254.2004224,707.7989763,15772.32423,17.41692135,1865.43993,15.2619982,127.5568066,784423.093,6.895556771,758112.4313,286.5513036,59.39757374,17.77058048,4.006744336,6.113986555
Sample 115,3,13,3,3286.485711,1513.667254,7264.608403,24759.58324,222.3847694,143.3151869,11.54035167,5749.727617,741.3303009,936.7652849,164.1622057,2325.98834,192.3663659,9867.523127,36.2882538,289.3584431,875.0064536,519.847146,39.959635,7.160503238,6.581522651,206.3423656,236.6099468,628.9773287,14320.61287,15.87212171,866.0964882,10.35233017,127.8459394,882837.6056,7.322677883,871111.1219,266.1462058,52.48367986,16.49262406,4.571397058,5.774487671
Sample 116,3,13,3,3307.15915,1557.86198,7427.915296,25290.18036,238.0902088,144.1068079,11.83882313,5813.440876,731.5739859,924.3745336,166.581392,1950.409894,199.9467499,9862.892149,33.95292089,318.0233182,887.2463887,527.4661815,38.94827871,7.109827932,6.748677833,212.8684447,242.1378093,700.106112,15422.85023,16.61378981,420.427428,10.07353956,127.6267542,913711.6813,6.684261647,350776.7449,251.7209271,62.51307206,17.2926332,4.394654244,5.413054738
Sample 117,3,13,3,3170.205009,1649.739872,7648.118305,25574.83602,252.4353131,156.9010343,13.97195471,5823.084258,775.0539204,943.315925,164.3354872,2400.371188,205.1810148,9767.405921,42.38561283,299.0307257,866.1019457,521.8560324,39.51639338,6.577644524,6.317544047,214.7611248,245.3980689,633.9299467,14950.89089,16.66022749,420.175846,10.50519307,127.5998636,558284.9236,6.55351336,685535.7087,265.2880501,62.19919971,16.55742962,4.508091356,5.820826118
Sample 118,4,14,1,2783.996135,2270.764423,4987.894379,19590.34794,122.5571687,198.3640619,17.42326952,3363.563238,6177.657729,467.4954324,123.9020695,1482.226854,128.5839218,4263.104389,27.47375607,198.6701043,355.7928739,95.00299638,20.95670361,4.734931761,5.271991934,123.626641,282.3218212,166.6134357,2145.156936,7.319383121,420.2948983,10.27419997,127.2106361,598868.1027,7.156165514,294148.6338,180.5178429,27.34287926,7.521719909,4.342912501,4.330879751
Sample 119,4,14,1,2133.078176,2067.134281,5091.80445,23851.58075,108.9549438,164.5945007,12.63141307,3336.872644,3592.161021,227.9660124,123.2896361,684.446031,103.6910726,3044.594804,29.83384708,157.0195723,274.9718687,69.55843891,19.93868793,5.198803205,5.021136707,120.0251517,206.8146075,136.5175809,1441.442853,7.692415695,420.0587383,10.56763544,127.2539148,148876.7203,6.409375275,530629.3039,109.7786638,20.01432466,7.33039042,4.368068375,4.17715585
Sample 120,4,14,1,2306.776012,1850.588026,4995.319438,24121.18737,97.29615114,145.8970242,12.40172877,3380.434725,3146.432377,204.7259977,123.4995579,624.2662214,97.66320955,3053.835981,25.20531678,147.0956943,274.6497737,67.82533405,20.1936567,5.41062195,5.425762123,116.5001734,186.3475581,105.0886056,1327.903447,7.561313402,420.0601729,10.02751111,127.6519737,899713.4845,6.415519011,832423.3863,108.7021791,18.17045238,6.871008836,4.562083884,4.10138856
Sample 121,4,14,2,2543.106653,2506.654752,5012.696659,19329.09102,138.9261816,203.660679,19.86968202,3318.23309,6466.505086,550.8964361,123.7835904,1428.459096,137.9913206,4731.144842,29.29435707,179.1017048,395.1273467,105.6185882,21.91119243,5.502400286,5.256107524,125.2635061,329.8892689,189.9931229,3004.796439,7.670000491,420.0266599,10.61371726,127.3289168,450393.5807,6.709716152,597490.1919,175.7613233,30.34688462,7.902692613,4.254080597,4.050254931
Sample 122,4,14,2,2167.295231,2113.949863,5461.535664,23351.70511,108.3170081,192.1088689,14.42344419,3576.920695,4127.375332,263.5582985,123.6770621,909.4329053,127.0275188,3661.744881,28.13120896,176.8074617,328.7433291,81.5109149,20.54801851,5.387329651,5.278236624,120.4640678,273.9937553,130.4399001,1204.399034,7.258779769,420.5504674,10.42361196,127.523174,205672.3395,7.188828914,335311.3307,119.6981558,18.62018926,6.749140939,4.058528696,4.508960901
Sample 123,4,14,2,2413.004634,1967.406955,5341.087077,23875.32353,102.6742117,152.6330109,21.14245766,3600.125641,3910.480372,237.6674768,123.1498117,1428.259623,130.9428964,3530.378972,24.82757441,163.6619722,412.4786347,78.94892079,22.49345197,5.554289279,5.509837319,117.0882903,325.2373231,139.1171673,1270.741715,7.530011701,420.5630507,10.64529572,127.1247166,899650.9905,6.807630671,299225.0233,115.2750509,18.43573529,7.034316828,4.661517312,3.917501685
Sample 124,4,14,3,2537.108244,2451.748706,5131.802091,19536.15101,135.741064,204.7436376,20.21812453,3430.527648,6199.342421,521.0689778,123.6966195,1380.133715,136.0018029,4523.77032,30.06425744,202.4925927,364.7022309,96.86969303,21.80499438,4.829520045,5.123654571,128.1433166,285.9502615,203.9157709,2199.992521,7.464520478,420.3045956,10.30611807,127.4526963,762585.5394,6.657570472,452592.5416,171.99149,28.01582807,7.739505138,3.907538427,3.958146468
Sample 125,4,14,3,2560.48397,2134.825584,5273.655812,21882.62465,113.5692836,183.2713221,16.08692677,3493.660836,5317.777146,421.3667846,123.129013,1125.419228,128.493127,4082.215599,23.67749933,179.632419,328.7004025,93.93883566,21.77108477,4.867906512,5.549456379,116.6213535,282.4763764,208.5048427,1824.629516,7.445917666,924.7545108,10.29078458,127.9925959,882486.3074,6.793377149,422645.6532,143.7549851,21.88519627,7.069434505,3.986252616,4.227635516
Sample 126,4,14,3,2683.868695,2067.039963,5301.066946,22451.46493,107.9591396,166.2331559,13.7839863,3553.353879,4746.383944,327.1474383,123.9459463,777.5068605,113.6190271,3639.133731,20.79386434,157.270526,298.4232212,81.30323013,21.54194935,5.548628199,5.160239316,117.0785469,243.002805,157.4604043,1468.672643,8.147676359,420.6711032,10.43051544,127.3992288,284950.218,7.007507942,359606.318,126.544789,20.70508949,6.893808656,4.499775005,4.293330357
Sample 127,3,15,1,2193.084436,2939.318524,7613.606065,17982.45145,128.7459494,246.5867378,20.47030589,4560.013853,6127.711556,599.2110884,216.2864118,1989.324325,139.0536283,11187.79972,30.58184386,349.1705081,811.5761143,184.3714332,40.03764563,6.761958935,8.022850649,213.4119007,482.6914827,443.2138141,4950.872462,9.632441995,420.9398383,10.55027424,127.0619117,673225.9865,6.907395203,558319.1999,196.3080283,29.18277784,14.44347363,4.436914414,4.816386123
Sample 128,3,15,1,2060.066449,3042.034064,7922.684844,18482.23207,116.7142003,216.455389,20.15134662,4593.253718,6049.480933,574.5104557,232.7150046,2133.684689,128.8574317,10732.20851,32.25075924,338.9663117,1595.260919,194.7387126,37.83035552,6.120383167,7.228831771,202.4594833,459.8252617,431.0883158,4198.941691,9.706150634,420.4851547,10.12246105,127.2929613,664279.9044,7.176158569,742545.3657,193.9122892,29.50426306,15.62492878,3.967245774,4.864425322
Sample 129,3,15,1,2463.25987,2989.089951,7825.017172,18813.18918,123.9818423,219.0282005,20.3044231,4617.285861,5700.72918,587.3702456,214.8794087,2013.443094,145.6511836,10392.89626,30.43734173,332.3708748,614.0559482,173.0138576,36.60959687,6.65821559,6.95499421,200.8131831,410.4684331,336.6650019,4071.776606,8.768497704,1117.718088,10.13042505,134.9922718,122814.9939,7.409154861,424334.7836,175.7672045,26.4834785,13.74333953,4.564766297,4.887290453
Sample 130,3,15,2,1880.466735,2849.111706,7503.450403,17997.75787,129.1099661,234.4000427,20.07125396,4476.631534,5816.937559,587.7984268,205.9767934,1824.435663,124.207282,10257.74571,28.37740348,324.9603074,629.2565376,169.0791217,37.0778284,7.016885971,7.080103241,204.2750103,454.3565517,362.2558625,4585.387166,10.16254037,420.7892032,10.2287882,127.7401273,407318.4231,6.593183222,429355.7886,179.9663924,29.71339399,13.68214791,4.282590059,5.349860675
Sample 131,3,15,2,1993.431414,2884.136293,7679.867471,18213.26808,115.154799,216.8395122,19.50062298,4483.158406,5938.517254,600.1874548,227.5254604,2037.793024,120.6079108,10502.53639,30.93641927,328.5020905,1039.67094,176.4855027,39.90809936,6.898011251,7.417774746,208.0411379,456.4742514,378.1428173,5339.193495,10.65362463,454.1711682,10.1069234,127.3184045,275286.9513,7.0208924,124872.7587,181.8360813,29.41876158,14.20139207,4.630934083,4.853396445
Sample 132,3,15,2,2550.577314,3104.678652,8316.885359,19213.17489,125.465667,236.2049047,21.87882324,4663.361297,6025.903069,580.5500866,218.1522431,1845.815556,121.9509249,10647.96997,35.44110351,332.6923688,1058.295948,176.0347184,38.02578416,7.142972323,7.013019283,198.7536707,596.6130527,357.2019221,4157.330928,9.494128457,420.7664948,10.09303718,127.4938582,716669.7406,7.09916594,24434.01605,163.9861769,29.46757293,13.70567526,4.170357926,4.422041807
Sample 133,3,15,3,1809.848514,2869.495177,7555.232338,18213.13865,118.8692388,261.0572927,19.00166298,4363.741629,5743.218193,534.9584788,208.2270519,1596.752113,141.3492928,10162.56488,33.00911388,297.8293674,490.6087904,169.9144396,35.5131436,6.604712949,7.5452413,195.8550881,431.8691236,350.9153429,4291.12413,10.38531562,420.9201661,10.18857291,127.6286686,283384.3816,7.023726473,290185.2651,154.1074351,28.02202498,13.82767413,4.145368489,4.382954228
Sample 134,3,15,3,1943.263803,2951.68971,7624.959271,18367.44504,113.0742098,211.4506789,18.25789426,4477.039233,5883.873219,557.330459,215.3814303,1980.789256,126.8374385,10227.21769,29.37247203,318.8549964,554.3641682,166.8766251,37.0148628,6.176255741,6.686587049,202.4009123,441.1257528,350.9612279,4806.386056,10.01244048,420.2103063,10.68349551,127.7531463,896198.8568,6.379405379,317520.5829,162.1475942,26.37570958,13.50096904,4.319030187,5.039123336
Sample 135,3,15,3,2289.812206,3081.995006,8244.471202,18983.13183,121.8928333,220.5335655,20.41038037,4713.700892,5661.082693,576.8740865,249.9908827,2052.501267,130.8349568,10657.85776,32.27581742,327.7623683,625.8143601,163.6078247,38.55041589,6.730445457,7.565604022,203.170346,437.3561892,350.9603364,4079.575293,10.01178872,420.6081142,10.54148259,127.6938873,826578.8923,6.643686426,653690.134,162.6207,25.98602305,14.20282654,4.779591726,4.617217867
Sample 136,3,16,1,3543.136069,1360.647608,6812.884468,25367.78553,1196.856504,429.4017737,97.7784975,3913.006226,775.8654034,625.7118209,123.4286413,1425.555182,85.05847673,2981.861999,29.93141141,122.9800681,664.6295652,238.2334659,22.78633782,5.643302394,8.89424776,95.93510748,143.2627666,247.4804752,15029.20477,9.691835063,1949.265725,12.92140692,184.1768805,390026.5128,8.3932894,956935.9241,152.4294613,56.12222636,12.42516964,4.015765755,4.572303625
Sample 137,3,16,1,3857.202626,1393.054974,6836.182141,25236.29811,1155.213069,408.6695177,95.7674034,4000.041012,759.8219298,686.6951708,123.0144567,1491.63075,87.93430597,2951.813302,37.8030747,118.6382462,626.2183702,241.5420114,22.58794913,5.182006974,8.858406673,99.38592612,144.325777,224.6506497,14171.75364,10.26155238,420.6166999,10.94181658,127.9069621,497902.943,6.948905211,935730.8728,127.0367514,61.85800056,11.41101507,3.927669424,4.311224733
Sample 138,3,16,1,3603.579705,1342.350713,6651.04182,25598.09806,1125.346682,406.6081284,91.6858057,3833.901496,741.1082806,614.0347683,123.3252855,1623.097989,86.0281728,2938.826984,25.78401486,122.5744738,682.7604435,247.1301732,23.28887761,5.483392544,8.442824132,95.45518384,140.3507475,221.5373145,13304.10636,9.577058141,1663.403092,13.03750124,174.4988766,694805.1927,7.343014654,457886.3339,130.7715692,45.75864936,11.88352623,4.256609082,3.717753199
Sample 139,3,16,2,3563.54986,1421.56056,6932.773608,25444.14524,1237.622803,440.9889875,105.0453306,3989.985011,788.7792095,664.4023488,123.134702,1536.245676,89.23264205,2978.840013,29.78745885,117.0071104,661.9015241,237.9303013,23.7470177,6.029334984,8.804303598,94.82775229,135.8629781,222.1807752,12916.06138,9.360239177,420.6776005,10.71855755,130.0096222,834369.0011,7.178049933,240478.3968,152.4123551,44.89998881,11.70270148,4.41205151,3.882320741
Sample 140,3,16,2,3653.144955,1345.429609,6764.949777,25521.21609,1146.296625,397.0059621,93.62019425,4056.930416,766.7653922,717.4402098,123.4505175,1500.615725,89.51844822,2975.492533,24.60891538,122.557495,659.1476741,235.6169028,22.64326142,5.337930995,8.79191401,95.319132,138.8439281,222.0711376,13723.15784,8.677964838,420.0173156,10.42444159,127.988615,609629.6897,7.216130721,763897.9443,121.0220361,53.29651953,12.02545055,3.748650571,3.813351232
Sample 141,3,16,2,3487.186364,1293.946667,6558.606328,26436.3418,1075.579208,380.1791693,88.78293957,3909.964462,732.7816035,610.2031826,123.5722749,2040.30496,82.93480726,2866.051902,28.6308784,115.4306505,650.2318499,234.8898919,22.24983744,5.293837362,8.484046356,90.78896533,137.7974208,219.8902148,11995.30221,9.057168216,420.2266075,10.24835759,127.9582093,574737.1609,7.261589468,759327.3831,134.3785853,50.19357412,11.41968289,4.041622506,4.082968008
Sample 142,3,16,3,3960.288722,1391.582791,7256.354456,24882.29913,1295.45887,456.9667568,108.3459106,4009.791681,818.7914366,726.0451308,123.7920233,1743.766968,91.09539585,3130.778018,26.30918705,123.8012151,694.794471,244.4344259,22.78226597,5.809194881,8.406504018,98.85147543,145.6045786,247.6955664,15661.98046,9.24541495,420.914466,10.93598728,127.8176461,326042.1709,6.895967087,740648.065,148.2874467,55.94741715,12.55306594,3.753675111,4.544224958
Sample 143,3,16,3,3933.350952,1425.315397,6908.077296,25774.97479,1237.989061,458.5040079,103.7516161,4003.388356,783.5137635,670.8641222,123.4197366,1740.267229,87.28178789,3180.926672,31.33688435,128.1003656,649.4966363,238.8068439,24.10104677,5.461675922,8.381374245,101.9215805,153.4938543,235.5668623,16184.46349,9.897223745,420.768434,10.8021284,127.4238955,456424.6009,6.636319018,743688.3415,140.3464304,59.94333428,12.18461124,3.984818072,3.759625372
Sample 144,3,16,3,3120.179916,1391.629014,6830.317683,26043.94308,1194.358484,443.6812184,101.9231019,3953.817688,776.6981049,674.6631483,123.5325365,1617.039506,86.94274038,2979.779962,25.43187884,123.38328,637.6653916,237.0373663,22.94777122,5.773053287,8.58169604,95.51644981,136.5630704,221.5685546,11846.54487,9.382336562,420.5333126,10.76163382,145.1779765,713795.5832,7.103480148,105920.4167,129.1117236,46.12585629,12.14276758,4.119896612,4.596511609
Sample 145,4,17,1,3456.735141,2297.488912,5991.945579,21628.41072,166.3810955,793.70253,120.4656871,3877.314509,3641.768335,352.9027204,123.9257044,1242.296562,84.15651304,5492.333508,23.39364704,180.2474747,431.191945,106.263365,26.24083861,5.634873539,7.656024933,149.5908736,288.8745343,187.3136015,2703.953107,7.535172426,420.0683802,10.06175284,127.4444959,884405.0453,7.307220197,681560.4305,127.1467811,21.40671442,12.08529163,3.827747572,4.602504384
Sample 146,4,17,1,2916.4093,2506.500522,6570.009978,21783.18545,187.3980741,940.1523299,112.2062193,3917.195323,3299.50115,337.683719,123.8990818,1110.556365,78.38018728,5492.36694,22.34381752,179.1149921,446.3368607,102.7072546,22.77775383,5.888061012,7.597200968,140.7999619,279.5997702,190.0891795,2400.30305,7.627001928,420.1995842,10.9066538,127.3802603,720855.6708,9.21258516,463260.5786,116.759659,20.35697231,12.74614904,3.793201482,3.932024602
Sample 147,4,17,1,3516.573249,2719.865439,7171.988302,21244.19983,196.781374,942.4318401,115.0803181,4183.083821,3096.909465,381.4188845,123.5448334,1320.969074,83.79992103,5942.794792,24.92490284,189.3713755,430.9682586,107.0858004,24.78981951,6.0121394,7.24419206,153.3451092,268.7581133,194.3983398,2588.446624,8.003764989,420.0120176,10.65562812,136.3872352,18612.77473,9.519909752,212163.2053,124.9796622,20.8306309,12.56037815,4.111531885,3.702345536
Sample 148,4,17,2,3376.456652,2422.112566,6166.766831,21090.88464,174.0339526,1336.106251,76.78926817,4030.004379,3838.057853,406.181289,123.901124,1359.689125,89.90407644,6157.038691,28.52158128,206.6929069,473.3380216,113.661695,28.43561289,6.318969488,7.573418286,156.5010453,300.3584276,208.1370327,3351.839941,8.123094205,420.9665719,10.94794968,142.1189161,674776.4671,7.550572109,98518.73769,118.8585627,22.19351184,12.26147168,4.018607101,4.133133885
Sample 149,4,17,2,2829.850574,2612.48995,6851.336699,21152.22395,191.2448679,1044.334201,95.02877066,4189.902796,3511.436752,455.4867651,123.0518267,1410.717881,91.46266036,6397.726669,27.04033942,205.457608,481.9972484,114.1655149,28.10127722,5.593064045,7.491716406,157.8428628,299.3875401,198.6684057,3092.362113,8.06672384,420.8322007,10.54524193,132.1357651,438508.8242,9.347441085,823574.4739,126.7841354,24.18455512,12.71525739,3.86584489,4.251046664
Sample 150,4,17,2,2823.239953,2754.52768,7398.329049,21428.39196,198.3922672,1035.623579,102.1793016,4413.317805,3016.572255,430.6205575,129.0086025,1320.559029,88.68420979,6387.872684,30.92502968,211.6489627,491.387952,110.7596879,27.66205542,5.989986781,7.506366748,170.1391632,303.6005306,226.3645627,3006.917374,7.699650273,420.4453091,10.30531878,127.2381468,437820.1792,8.598378969,175009.7374,160.2101796,21.67581888,13.08952898,4.209811896,4.393409461
Sample 151,4,17,3,3116.7506,2384.479523,6312.910832,20829.06465,165.4426034,960.9716945,68.41080223,4017.317782,3672.565067,421.4838479,123.3349046,1248.533354,86.34256369,6132.285815,20.55520468,203.5536934,446.1623485,109.8466794,26.43976464,5.520770799,7.590856583,152.9517586,302.8479522,194.5838816,3227.76162,7.784483045,420.9904955,10.08851598,127.2835916,117036.8195,7.199858045,163569.9098,124.5859148,27.77168046,12.54625356,3.6861451,4.000161036
Sample 152,4,17,3,2773.049654,2859.801348,7361.295507,21459.8598,185.9629303,933.7189941,99.34522004,4323.548251,3591.823817,431.4481811,123.2286831,1464.875724,92.77678485,6247.656849,20.90469124,208.747168,442.5856159,108.4762675,27.5986481,5.706586556,7.458578575,155.2198839,293.3688515,201.6166374,2584.019756,8.124757001,1353.194284,11.82153451,127.0406487,814681.6895,7.717444154,665987.2164,138.9294672,23.19915611,12.44795032,4.496769262,3.730348933
Sample 153,4,17,3,3320.569383,2914.227843,7351.680178,21552.10667,188.7250679,915.0222324,104.2145894,4153.749251,3770.126099,453.619166,124.2224018,1134.393099,92.78366286,6137.231887,25.1673006,204.8558578,457.91677,107.9593054,26.8435511,6.413862045,7.052546559,147.4718362,312.8538155,238.305521,2970.666115,7.366116898,420.4886112,10.36753337,127.5514167,324855.4386,7.31535165,894389.3754,141.0008302,23.71111172,12.56255391,3.86705223,4.558304164
Sample 154,4,18,1,2733.944787,2177.248094,5078.194513,20198.16769,193.1833473,635.4334227,47.14580981,3317.175185,6919.300117,359.039176,123.3482346,1005.458067,105.6745849,5492.621954,29.5626655,195.771512,944.0401521,157.7861898,25.02042176,6.597610054,6.418054372,146.3844559,476.8788476,233.5765389,3918.573154,7.574360138,420.1305893,10.85252859,127.942499,246228.1142,7.017230397,516558.2084,119.6065712,24.42802225,43.71718306,4.093229893,4.695629249
Sample 155,4,18,1,2710.157531,2627.400852,5888.07826,18651.67965,456.1204179,694.741304,64.39883995,3573.16689,6927.002122,432.8292585,123.1654706,1350.208245,149.8002824,7307.075124,33.89715353,225.6156755,1151.268951,204.6224393,27.16697225,8.238655679,6.514258484,151.8410141,485.3597023,233.9940625,3789.07965,7.459408031,420.2122425,10.98392398,127.7878366,342713.2211,7.823544643,702702.307,149.4866053,30.94508414,54.40807857,4.39975516,4.039616249
Sample 156,4,18,1,2873.489253,2747.074661,6558.269305,19698.38775,259.5941547,853.8204496,60.65754115,3710.569764,6599.951107,374.3023109,125.8281336,1740.757273,134.8088044,7387.966756,31.46807941,230.473679,1010.000118,190.9268351,25.80652693,8.641094956,6.711839251,149.0051236,471.2319762,242.6611933,2745.131393,8.030480917,420.8311102,10.05385312,130.9614322,375692.14,8.568144127,153590.3766,137.4372964,21.70452928,48.24921593,4.19346344,4.432129834
Sample 157,4,18,2,2403.337719,2233.845178,4975.083853,18759.38187,214.7179804,545.3473334,58.12700532,3243.771791,7335.766299,437.0076356,123.9553698,1392.546692,116.6538096,5647.60997,23.33773101,200.3347967,851.3996694,187.6375669,23.4419796,5.996313044,5.758036175,141.7953869,468.4681053,263.3933533,3955.330693,7.270176687,420.3237874,10.35713517,127.6959755,546553.7931,6.611724095,953457.0699,132.7595412,26.94249666,41.16548011,3.935965178,4.104067628
Sample 158,4,18,2,3040.566721,2447.98864,5673.2502,18644.1401,240.4260001,527.1798802,58.89318235,3433.745093,7337.751304,407.2109207,123.6802907,1569.357388,111.9588795,6512.383715,32.81885536,226.3523856,1009.529176,219.0189379,26.75572104,6.452426925,6.862074679,153.32447,490.2267229,265.4739597,3639.466662,7.581030277,1512.738768,12.99906704,127.0152575,561920.1543,7.547568334,540884.0812,130.9797099,28.77261921,46.72431508,4.434501894,4.184938381
Sample 159,4,18,2,2623.369247,2479.585987,6036.551793,19367.73708,267.6628989,557.8866515,65.60396825,3331.062705,6154.138865,332.6080895,123.8605621,993.7009978,96.33386454,6497.03057,28.88689544,242.5333136,1108.693371,206.3843406,22.78179625,7.511517606,6.852122714,147.3397795,454.2224309,247.4551029,2784.48925,7.755044838,420.1598728,10.41501736,127.7685475,395822.2286,7.902100808,679733.8982,119.5774623,21.19398829,45.49340402,4.621079141,4.226855594
Sample 160,4,18,3,2653.111203,2328.746735,5401.583571,18729.24099,225.5050724,517.6084022,60.44919282,3353.71747,6890.34932,409.2489467,123.9390935,1026.109222,108.2314969,6292.857566,28.97549753,228.3176061,1315.876879,244.6267407,24.83463953,7.584684544,6.343050643,145.4298186,466.1551646,247.2070571,3733.702965,7.818966881,420.7314707,10.38064798,163.2918927,398130.8795,7.251347729,36563.01805,122.0052935,30.12357385,68.25857657,3.784354038,3.912172548
