_lab_Sample Name,_lab_country,_lab_city,_lab_street,Feature 01,Feature 02,Feature 03,Feature 04,Feature 05,Feature 06,Feature 07,Feature 08,Feature 09,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37
Sample 302,2,35,2,2617.015305,2864.905135,6496.121658,21228.90925,151.629885,722.0061098,27.8261078,4636.73487,3499.705441,496.1498791,181.5067944,3105.721156,175.6964437,10442.61767,29.62470823,335.5136809,626.1286717,154.9802621,31.73940864,7.09725705,14.85204202,211.7878382,356.1581755,350.4287323,4773.649636,9.848220781,420.5011441,10.55599497,127.2815782,260130.1941,6.959808869,693787.615,198.3127821,37.33644559,10.46381497,3.707595991,4.235863028
Sample 303,2,35,2,2506.375764,2724.533772,6448.55082,20713.97265,149.6364897,755.6365638,32.39471114,4540.525358,3282.005029,457.3887843,195.367109,1539.073138,190.5991069,10392.56253,31.55555047,319.5604862,602.0139838,143.6004651,29.44567982,6.58642208,14.82510671,203.6639707,337.5459545,330.2966453,4616.982077,9.837149597,420.1418699,10.98743097,127.5434095,86815.10087,6.577275591,9802.252263,202.4341703,37.31325153,10.34312019,3.770089578,4.739991361
Sample 304,2,35,3,3009.738112,2929.109154,6377.760945,20098.32579,163.7332124,722.6968009,32.05693278,4573.920485,3705.782516,548.696829,185.6396077,1590.594862,189.7335647,10242.83056,25.98404755,334.2184595,515.3005977,148.7193576,26.35094495,6.687587092,13.20014809,192.2599013,334.3243612,341.1800841,5168.93554,9.024314273,420.4063834,10.62690151,127.4072386,429397.3371,6.776013457,843213.338,234.1514616,43.88998719,10.76068176,4.270073225,4.712951002
Sample 305,2,35,3,2983.52165,2809.825809,6381.930041,21497.92724,156.5150945,701.3159873,27.72429847,4680.417506,3494.92686,484.6761201,195.7461402,1770.861977,181.598995,10112.9577,28.94064012,329.2953237,553.6527794,151.0428676,31.01504161,6.32680175,14.34860641,201.37708,340.8090175,334.3035627,4727.472772,9.29273831,420.5931032,10.85201697,127.9203039,257282.7848,7.116118916,922331.9978,194.9855965,40.21986987,11.23333424,3.712856953,4.37727552
Sample 306,2,35,3,2616.430063,2784.338098,6474.732353,22082.52223,146.9020901,691.8483373,27.19086033,4773.285592,3707.008296,484.2283969,190.4496198,1536.448801,177.7465259,10662.07551,30.42780861,336.1837001,535.6200953,151.8454926,27.88083308,6.461266713,14.74252438,214.1198265,346.0038052,357.3311984,4711.735644,10.98861954,420.8093799,10.49025062,127.3568993,297555.3842,7.04916267,770954.2207,216.3227741,40.86954593,11.08443575,4.088538612,4.885657977
Sample 307,2,36,1,3237.151482,2234.293973,5787.714068,18036.92728,470.0138148,971.1095935,77.10251631,3803.796816,3433.824628,445.1100888,146.1870643,1659.652577,152.9421982,7092.888024,30.75712039,257.2682059,970.635805,258.5897901,22.80648769,7.018360127,8.928601823,140.7767537,263.8808924,189.8150554,2798.306188,7.607010404,420.470599,10.01995876,127.1125092,424858.4117,6.577966738,42659.85594,193.6817725,34.22892607,23.3215011,4.02252977,4.388184856
Sample 308,2,36,1,2890.484214,1901.996313,4963.00904,23006.21934,373.4077302,716.777629,52.03668361,3486.476099,2394.767336,248.6792273,123.4210384,1116.303473,92.42356365,4990.062447,24.42410256,174.9938031,578.2101295,182.6375522,20.47752045,5.591572928,7.619430916,132.0558453,239.9648402,164.4817811,2027.667877,7.934918844,420.6741217,10.2438314,127.2550839,119207.2594,7.071165626,378186.1371,129.0271459,28.59481574,18.78581086,4.364337124,4.387927581
Sample 309,2,36,1,3617.055773,2001.510337,5453.402633,22705.94697,410.4413794,803.1491564,59.76019024,3626.837884,2562.997137,307.3676362,123.6400773,1932.60744,95.40654966,4934.694355,29.10249835,195.1251705,599.1024091,180.3484187,19.91952634,5.550974605,8.523361142,125.9587283,405.3232952,136.8458834,2740.286589,7.499904919,420.7571796,10.55007506,127.1556771,495066.9238,7.241145201,704339.6245,153.4139736,33.50653272,18.03453214,4.029644392,4.175252786
Sample 310,2,36,2,3619.816532,2441.548447,6230.128015,20128.63999,512.293209,1035.899936,78.49722826,4136.944021,3744.227653,458.2160566,154.587553,2010.278902,158.8716189,6652.221453,30.20323764,226.5120454,881.2785049,257.583861,19.69105232,6.04378064,9.594841891,134.5399274,262.5075639,213.0981769,2820.642442,8.007136141,420.1820998,10.10156702,127.8131109,706407.2275,7.175565811,729513.0455,198.8323678,33.9827348,23.96697443,3.991221714,4.025925829
Sample 311,2,36,2,3406.992939,2004.667916,5148.211573,23059.24251,410.1175494,839.024106,57.5394191,3607.03713,2689.919542,301.2340621,123.2699944,1086.799562,98.05458822,5637.705763,27.45027203,199.6864144,812.1110112,222.7605736,20.19739025,6.286077752,8.835061343,144.8842891,266.4889688,219.7289382,2967.945875,8.113664517,420.6196392,10.47431208,127.6296388,243573.3727,7.304799554,224277.0707,122.8964826,36.77324697,26.02995422,4.34414241,4.321504564
Sample 312,2,36,2,3103.518595,1812.103468,5038.35289,23783.06902,395.717807,667.6201995,49.90499609,3693.38334,2277.641999,245.8365519,123.8439824,786.7961691,90.54068755,5197.596761,22.65868251,172.8199509,686.0610802,192.3288402,20.60152134,5.644613904,8.381184178,135.9787678,246.5016472,157.7688437,2377.291897,7.965108041,420.7699271,10.17453117,127.6593743,785070.0819,6.476192825,269054.7318,127.5632169,33.48100995,19.59625019,4.249919037,3.963547265
Sample 313,2,36,3,3687.306308,2205.776102,5831.893633,18690.5078,470.1387377,952.1777941,71.02961939,3877.062017,3330.10532,459.7368637,133.7404684,1740.954087,144.5895398,6647.586296,32.05109666,215.752631,832.8395774,240.0626709,25.10266184,6.036022456,8.378997281,139.2495795,252.2233382,164.4833376,2682.571747,7.534211696,420.4210863,10.32538313,127.6641176,74089.57686,7.190245331,673031.165,192.2433142,30.6393385,22.81918286,3.907121464,4.349693521
Sample 314,2,36,3,3050.315658,1866.729709,5009.388125,21544.71734,375.7008501,740.9561076,51.60981163,3560.553951,2544.268161,238.862089,123.8261019,933.4443382,105.7518363,5267.968494,24.73298338,185.985149,664.9627936,212.3795438,20.07141898,5.538654122,7.720136074,126.1739551,237.6609503,143.632687,2390.898661,7.919337935,420.4389888,10.11038631,127.547277,393883.427,7.095385118,477492.1977,115.3138976,28.63807235,20.08364231,4.041533233,4.59139481
Sample 315,2,36,3,2777.133664,1731.457253,4757.970328,23097.67641,340.2055688,680.8313598,50.40974014,3469.722515,2132.763844,207.1697455,123.1821922,801.4568828,82.93482972,4714.081743,31.57030724,173.8996548,686.3903113,181.49323,20.38447759,5.528239998,7.452182003,129.636139,216.761253,141.2588017,1524.285998,7.233593165,420.4887802,10.42823651,127.285949,3394.122964,7.093594886,623716.4127,96.63617927,24.95965397,18.74894885,3.871401279,3.958412319
Sample 316,3,37,1,2643.453798,2779.781377,6401.046192,20867.4308,247.0521922,495.5348338,54.4036757,4323.138216,4729.80551,503.959553,173.4654362,1698.599817,110.8520914,8037.0998,32.60608144,258.7018777,800.3573154,186.6591454,27.14798929,6.679775435,6.715050778,156.7535815,416.810045,312.1737027,4578.604901,8.215623897,420.216833,10.7189906,127.0973132,220676.8919,6.792751452,236444.9326,189.9883643,24.19403925,13.03360553,3.925308751,4.342660902
Sample 317,3,37,1,2776.765725,2626.787977,6052.862143,20997.90049,237.886348,453.2578387,56.04165672,4180.529732,4478.104253,491.2268386,175.6103503,1608.842622,108.115676,7782.166603,25.83170278,254.3985039,766.7368183,195.5358366,29.10784246,7.195423356,7.06302925,151.9468166,393.7812617,341.3643603,5583.375208,8.312184866,420.8329124,10.76761659,127.8312184,1300.568701,7.450750687,177123.7545,174.9071118,30.92648398,12.93022979,4.513981159,4.258211008
Sample 318,3,37,1,2370.49198,2594.692532,6000.053499,21159.98158,227.1263087,421.7071122,51.37263257,4180.088413,4499.469759,562.1004192,151.3015528,2088.0312,111.5900607,7697.102094,25.90890091,234.0567574,787.5554558,185.5751122,30.94236083,6.954983321,7.394378952,150.5860312,373.3534436,328.0899408,6057.366517,8.250602158,420.5015439,10.9271852,127.3150204,189179.671,7.774095349,829643.3857,182.0606546,32.72073507,12.57406047,4.127040942,4.152229218
Sample 319,3,37,2,2649.750136,2704.55667,6076.721753,20290.11406,236.1252003,451.8428705,53.91195802,4233.411314,4513.219062,517.0270149,170.7116177,1629.18727,109.8420891,7917.146247,29.25169684,310.7983571,808.8170791,195.1462597,29.91211172,6.990044485,7.247671943,158.5730563,380.9971025,323.1970689,5857.246767,8.255210249,420.1027317,10.75695405,127.5987836,142484.0548,6.788805143,766921.6679,195.9484585,28.64097718,14.59667975,4.32364963,4.500185827
Sample 320,3,37,2,2823.133171,2754.396521,6313.544466,21159.59638,242.956712,462.3882437,52.568747,4337.292475,4549.922708,518.8589824,159.4958237,1866.943594,113.5153962,7682.671565,26.64606214,231.2596804,754.954477,194.7167699,30.7836097,6.307803667,6.90646703,153.6924883,385.5584004,339.1207853,5238.495331,8.226219597,428.7643599,10.33249821,127.4687677,268075.9991,8.247246518,934478.2731,179.7818412,29.15894733,12.64237433,4.197938415,4.77759254
Sample 321,3,37,2,2519.840055,2854.061591,6376.582433,21659.54726,265.4518746,444.5930058,54.14436646,4363.750245,4681.320323,559.445885,141.9978338,1683.947922,109.5115415,7707.639853,30.39396293,217.9576592,730.4297521,179.2812254,29.38147372,6.153130624,6.954839047,155.7052901,398.282436,353.2162828,6940.477317,9.855435582,420.820802,10.88055951,127.6582113,174892.0653,6.626924882,107888.9051,164.6631951,35.24715221,12.27215634,4.637019041,4.819827044
Sample 322,4,38,1,3496.724271,1990.780176,6374.404018,21652.28811,340.0000949,1408.216471,49.62923796,4240.647664,1514.857544,428.2464716,214.2122326,1488.452984,315.1863182,6312.372435,28.22561362,252.0217858,599.2667063,162.0201236,20.14216618,5.696724359,5.914616057,149.6474329,209.8312248,203.1068941,3956.9824,7.725213803,420.1228435,10.52560974,127.2609999,138648.9716,6.713750825,182227.5056,236.8499741,37.1516044,12.65628731,4.000089087,3.671050105
Sample 323,4,38,1,3477.164713,1964.087584,6628.589411,21690.59995,360.225762,1288.786201,50.7322051,4139.900182,1495.259847,494.8607321,213.0145782,1746.810833,307.8298011,6807.162873,32.1437234,267.7960544,800.2944142,175.1420897,22.69291853,5.979597309,5.129527793,151.1902022,229.5988226,233.0629337,5944.481868,7.956254015,420.6493587,10.26734029,127.2845304,598885.6104,7.257879814,99095.28242,266.4862103,39.40732517,14.78301048,4.027578499,4.268094806
Sample 324,4,38,1,3603.803364,2030.357866,6731.800372,21382.43837,376.907572,1380.97309,54.64327024,4273.096227,1538.878063,428.5294097,209.089437,2196.928879,316.7306953,6432.389519,26.39792383,228.5223315,493.8971904,163.6720021,20.06031562,6.573954146,4.889931498,138.0193326,196.8750665,199.420025,4702.518872,7.789818318,420.7366247,10.16821682,127.6910566,901057.9057,6.526801217,489763.8019,251.0150239,43.02854609,13.37110649,4.413160207,4.452244283
Sample 325,4,38,2,3723.060471,2028.491254,6554.61928,22128.70272,349.3401279,1307.528839,49.19141348,4323.384582,1416.188268,424.2594962,185.3312787,2016.672717,278.5039881,6202.799977,29.6862107,216.0307288,460.609287,153.2680295,19.7944345,5.704561829,4.830337288,141.9473097,193.806871,204.0061637,2998.41424,7.938905634,420.7106649,10.04501119,127.9734786,939379.7659,6.988383872,193245.3305,239.11222,38.12019701,11.82319599,4.530596135,4.305173293
Sample 326,4,38,2,3186.732591,1849.604813,6151.543663,22128.51843,335.3665921,1239.832431,53.91857231,4156.833606,1396.759194,385.0130041,180.7038566,1203.372332,283.6050083,5867.399794,34.33674482,212.722685,566.1215971,139.3754318,21.6409044,5.108576389,4.778489611,142.6417958,189.6789897,171.7315371,3160.915987,7.519416999,420.1053349,10.17077493,127.2825582,221184.4559,6.727562026,895891.5738,205.2839659,29.44119231,12.10443851,3.688720437,3.783681457
Sample 327,4,38,2,3113.526876,1912.377888,6375.31811,22944.44069,343.4271936,1255.421006,48.7754766,3966.903589,1281.031689,381.9180679,151.8522318,1095.405696,266.6673746,5572.755119,29.54474885,197.2511807,404.0997161,134.209209,20.16417515,6.000029107,5.385067401,130.9115347,179.5606266,167.2136747,2984.014353,8.048129834,420.9586045,10.92577541,127.853993,482671.3754,6.526819368,99089.64968,185.7030308,31.48775011,11.2779636,4.516190594,4.377179431
Sample 328,4,39,1,2450.083466,1092.54954,3890.049011,28267.41714,208.1686903,126.2920687,7.395596526,2400.976632,414.7423392,354.9911188,123.0706877,1416.438824,43.17554531,2297.29521,20.04880612,91.33760752,346.8607472,708.2179688,19.73063918,4.711479245,5.112931958,61.35306835,109.0775363,130.1791576,7513.487867,7.693646821,420.4236929,10.10862359,127.901328,376011.1159,6.365068686,44165.57176,93.73179742,46.29360447,8.636369341,4.474292094,3.764416405
Sample 329,4,39,1,1900.323527,1152.985229,3868.505636,28620.86207,221.5850279,133.5990273,12.82250662,2177.826189,434.4668709,263.6335053,123.2412782,1215.678649,33.64225044,2055.140006,21.12520291,88.45520821,292.570593,708.9015114,20.19020384,5.626622982,5.17678592,57.82900891,90.51676397,111.8770586,5266.217337,7.314835278,420.5601134,10.83414934,127.8377542,523780.037,7.135155612,557295.1558,93.27621035,37.3283538,8.593851825,4.209449612,4.251432275
Sample 330,4,39,1,2540.29464,1201.390476,4271.433261,28228.53227,250.0350175,152.4661458,15.82273998,2625.06755,529.0764095,422.2060154,123.7318651,1731.46507,53.19356063,2446.385117,21.88101292,85.95291087,623.1943714,700.2157523,19.98120652,5.468310929,5.271810266,64.03919953,93.63138804,114.0936679,6761.032082,8.012272382,420.0987828,10.15181501,127.7522797,264872.5935,6.646658659,772495.0672,93.61523872,49.40582278,9.416212379,4.100449741,4.514231438
Sample 331,4,39,2,1586.625317,1060.29896,3698.137291,28175.01454,201.9418178,121.128267,7.371754952,2377.99499,382.4125484,284.9163076,123.0404916,1200.953264,33.54614898,2127.209643,29.50137534,96.41085853,374.2884996,654.4838931,20.52155861,5.627262564,5.549738109,65.49887031,112.5648761,118.1988565,6427.582147,7.86682916,420.4831177,10.85587612,127.2591313,68357.22047,7.080275692,311940.0575,93.29485212,43.54892898,9.674845043,4.269103586,3.897392036
Sample 332,4,39,2,2430.098318,1097.984341,4136.560713,27960.06195,203.0171725,120.7147572,9.435313772,2780.260998,459.5921568,453.3213364,123.4245228,1419.354698,39.87045757,2308.980356,22.1525184,87.84842672,1039.542515,825.2779016,19.67568178,5.432415341,4.788582215,62.92063309,96.88749814,134.5523883,10618.30822,7.581783084,420.1536248,10.59856753,127.9471385,436327.0775,6.923967608,178982.4793,93.51827547,52.00821864,10.61571882,4.00177187,3.862654579
Sample 333,4,39,2,2973.015487,1196.051332,4106.269092,28113.55218,221.9957226,121.9873496,11.01379177,2664.665325,496.1454435,465.7840157,123.5402151,1749.339021,39.4070424,2454.112988,21.55434166,88.21470914,515.3396716,733.4318061,19.86925215,5.274898741,4.956921924,66.22711161,105.5509268,150.9888867,12430.17966,7.918808964,420.3084698,10.19776826,127.8471323,173853.0374,6.629761994,338955.6782,93.73892378,58.75829632,9.885370655,4.444773871,3.704494824
Sample 334,2,40,1,1640.65073,1551.822885,4270.082352,7774.571401,196.7932576,1692.920903,64.71194748,2655.964257,597.0891425,362.1834209,283.1538278,1527.89586,167.9178633,16417.13237,36.7600956,394.0254891,1141.400261,243.6313429,30.88060429,12.72237493,41.49567538,180.1069413,152.166119,246.8019245,1471.064969,8.218627894,420.1309164,10.79753052,127.8423747,26107.10815,7.148836576,210145.637,192.7440211,30.61594449,34.69935548,3.76338642,4.694213368
Sample 335,2,40,1,1556.500502,1588.838527,4308.170554,7713.053863,210.5387465,1740.149263,68.97592212,2595.671151,601.8128457,358.4963061,277.6089057,1542.545434,157.9084166,16882.064,31.94050609,407.739044,1225.838805,241.1860407,32.88471637,12.92922276,42.87686643,182.162776,152.8271512,256.5555776,1613.029324,7.855932709,420.3435186,10.78738565,127.7771563,954678.2741,7.225845843,510152.5198,186.1034594,26.77165984,30.63111153,4.118621641,4.19492834
Sample 336,2,40,1,2143.106216,1645.298351,4569.980143,8398.420448,217.483841,1835.19765,72.21587096,2726.632508,617.186612,376.0657032,291.5163321,1680.749284,175.5432089,17127.0793,28.69253058,393.9325573,1171.411168,247.0274112,29.65102302,12.79588805,44.46796536,187.8545761,158.5667975,284.0332483,1567.54438,8.684999661,420.6630604,10.09558508,127.4737553,430596.5199,6.922916105,906364.3233,200.2609284,25.36233557,32.42060226,4.428615732,4.500571944
Sample 337,4,41,2,2283.37241,2532.443008,6311.307746,19205.75907,206.8932962,924.7036764,47.74552123,3716.86446,3496.48523,359.200961,305.2462201,1518.124877,194.7126126,5837.626954,28.53397793,155.6468335,169.6345155,84.58465468,20.01063035,5.019707954,8.618419962,123.8145645,252.2983257,175.5584159,3113.12897,7.498827723,420.5162027,10.17144778,127.8511655,961558.5731,7.14852182,628923.9387,189.922401,29.76138973,7.902047165,4.325833233,3.841478133
Sample 338,4,41,2,2226.531452,2689.683716,6727.805391,20044.15188,206.5944886,919.6663265,46.28123955,3783.001463,3298.838226,406.5549789,303.1084111,1410.453235,189.3000023,5777.411334,25.05104964,154.9399723,188.1069842,82.0876363,20.46674406,5.029294543,9.302010693,125.1232528,260.2668254,178.2419598,2936.373164,7.609562579,420.7966669,10.6028121,127.9291844,762414.484,6.888461103,101533.8888,167.5058786,33.37991724,7.468443424,3.66815819,4.337406342
Sample 339,4,41,2,2110.156354,2834.132083,7288.14224,19436.86657,210.8775739,971.6930661,46.38408072,4017.217122,3602.141057,454.0188721,372.3834969,1470.074749,218.7467011,6812.63859,33.10391078,182.2366708,209.0941644,96.5243756,23.57108446,5.592734528,10.06434378,131.1282688,282.6468834,203.9395937,3759.087608,7.786089706,420.5765956,10.32509848,127.0242436,7348.661103,7.147907339,390854.7527,219.931999,28.58591348,9.077302893,3.683839072,4.162652865
Sample 340,2,42,1,1766.672827,1183.222725,1904.695793,7390.287364,265.6810288,2183.933295,375.6680706,1215.404384,1182.732217,155.2671225,144.848344,852.6633406,45.80361608,2586.356557,24.83092514,157.1530724,844.6651208,90.29847514,20.47990512,9.410884277,25.5849384,42.577368,101.0357332,65.71825668,1561.031461,7.515621565,420.066874,10.26728487,127.7290873,680038.6405,6.371687248,54616.61522,93.61554946,23.41643621,75.61728642,4.123520739,4.5315481
Sample 341,2,42,1,2287.284964,1220.610353,1841.788113,8790.455427,267.7943026,2179.175239,389.2703429,1269.967872,1101.691067,161.5346207,131.2063557,696.7036516,40.3017235,2285.263575,20.37912373,137.5947587,664.7265736,75.13630319,19.75284627,6.754285353,22.41129861,43.03437686,97.25978078,54.34159406,2085.476352,7.347358448,420.2484824,10.78929975,127.4663197,705950.7542,7.181818762,501282.9132,93.63328401,31.49190715,67.48298196,3.888230723,4.23780625
Sample 342,2,42,1,1780.586999,1167.617493,1539.613629,5624.480887,256.8465815,2131.443202,406.1883796,1059.617248,1446.034493,152.1639649,195.4166953,864.9189506,57.94212774,3062.97616,29.16890741,191.4615953,1081.493234,110.3336475,19.85880415,6.867952987,28.79542324,34.25029554,100.2781883,49.9356374,1203.931204,8.191529275,420.9086794,10.61661344,127.5911938,645128.7866,6.447819192,431721.1719,97.80668715,34.16823631,100.0070881,4.038087353,3.837682248
Sample 343,5,43,1,1683.052677,3489.640718,8906.668512,20790.79455,179.4262943,131.6664213,30.42903612,5933.460648,1049.488857,742.2745984,299.4300542,2418.660072,119.5182733,14722.78154,31.68251127,332.2081783,715.4415994,172.237294,36.962835,6.653498557,7.628373048,275.6777592,248.0221002,532.32531,6629.923709,12.90749324,420.8895085,10.68646421,127.9844977,552309.8445,6.484507596,997560.3495,223.4148657,43.81227069,16.13212853,4.107898831,5.908353001
Sample 344,5,43,1,2463.737858,3476.828814,8876.133504,20528.7133,180.4015138,141.6440106,30.4626161,6029.954314,1018.97139,798.6401639,316.6890393,2451.690105,121.146671,15557.93558,36.04927274,352.0984387,776.1592802,184.1452392,40.06386345,6.811947045,7.834957809,287.1061545,238.7453601,521.2459914,6478.027061,12.93425683,420.9898062,10.6974333,127.8470075,218108.7298,7.061367825,811602.581,232.8810032,49.18980531,15.8330227,3.727356214,5.830304394
Sample 345,5,43,1,1883.269119,3407.153812,8834.354889,21044.41935,168.4310932,129.5096779,27.31627621,6023.084627,1010.112451,779.0707552,323.7607283,2514.853724,118.6639886,15037.73915,36.82218382,317.0877723,691.7248745,179.9076856,37.74296232,6.65827293,8.062714492,284.1964492,239.0980265,507.5728982,6546.959082,13.43795896,420.3236555,10.93202059,127.9766972,772366.2136,6.535307361,485651.6699,220.6614648,41.76021653,15.60684052,4.030709041,5.769355659
Sample 346,4,44,1,2356.756169,2682.249131,7333.226507,20821.66714,198.4704846,161.169784,18.19633451,4826.915515,2091.743214,596.5787921,204.7151079,1911.467902,82.17109287,9967.25362,25.03067189,249.6181368,631.9218218,929.3371553,26.6033974,7.164934401,7.577714016,168.0380631,254.1312287,334.6332859,5810.858566,9.922406598,420.9874205,10.12018809,127.3448552,228028.3236,7.071341789,894447.7556,167.1918036,45.02543467,29.38524151,4.043535741,4.788751637
Sample 347,4,44,1,2266.881204,2752.083186,7539.634152,21189.99904,208.9846026,173.7894716,19.57323579,4936.486402,2079.638541,560.4681694,230.700975,2112.458479,87.63557076,10112.71925,34.71343913,275.07001,755.3518879,941.6944275,30.46511092,7.111521543,6.951219584,171.3049837,257.8576396,327.8215597,6988.43427,9.373141767,420.6138648,10.60688622,127.2773633,370864.719,7.200504555,137546.5948,183.7341333,45.07857976,29.35555727,3.967906904,4.621030171
Sample 348,4,44,1,2580.609404,2767.240032,7336.93941,20928.97163,215.5312887,179.2292197,21.92440358,4889.739761,2153.594183,597.5529212,206.4142375,1755.806104,83.49064442,9872.693513,36.8876356,271.2426879,713.0689784,891.5108836,26.49392809,7.387362939,7.18633713,164.4481007,247.0591616,298.0526593,5316.083195,9.289160721,420.6520815,10.48986765,127.3164072,890928.821,6.542372308,390004.9144,189.9717962,44.23219408,27.63756204,4.585055847,4.780965097
Sample 349,4,45,1,1193.417744,3069.234827,7583.64757,19798.02927,177.2226192,96.23438058,16.14770288,4660.247231,3635.498623,536.4309996,221.5470611,1866.824767,67.39307723,10822.77332,27.22432248,219.7542266,292.8731216,148.4126364,25.40459747,6.193194114,6.4198385,177.3211463,308.4387959,350.7690115,6339.890402,10.14345603,420.6013461,10.52970138,127.3364888,856376.9077,7.062093111,927356.225,113.0688473,40.45057656,12.38203079,4.144017342,5.031438139
Sample 350,4,45,1,2333.983052,3067.234958,7644.619954,20628.69375,185.6501885,93.22533431,14.67596983,4906.620348,3774.567853,593.1163748,232.5847095,2433.190436,74.5582329,11147.74722,28.15738755,234.9183196,344.0493722,152.3135577,25.42370619,6.990774006,6.526741184,183.8930738,326.3107007,359.6832993,6606.539344,10.56331652,420.7977943,10.22186913,127.5480999,402433.5498,6.946633309,917493.8324,138.3400667,43.76343809,12.91869724,3.847059105,4.592593644
Sample 351,4,45,1,2053.301455,3194.970599,7985.134154,20467.10999,183.5289225,102.882727,14.53002548,4950.028587,3783.426504,626.7591119,245.9944411,1857.025673,73.28384923,10857.31838,33.01499827,259.5191319,389.0656359,154.4664764,30.21464443,6.257562901,6.74753617,177.3971793,319.530392,371.2260022,6374.486272,9.987898619,420.6104466,10.7481809,127.2852057,318019.1175,6.846305514,713574.0116,117.7440801,41.48254069,12.64356589,3.963704306,4.850210933
Sample 352,5,46,1,2483.701099,2712.36693,7458.562778,19959.91261,209.6943506,206.0230024,49.26179932,5330.391491,3150.076239,632.498674,256.5468892,1893.056815,100.7888528,11287.51043,30.2873328,254.2431371,373.6301474,143.9804872,28.76257537,7.963596228,8.504144838,199.8728839,390.1469573,424.3119554,7421.200094,11.21549563,420.3772387,10.2581539,127.9158592,608635.4306,7.292668602,618337.3836,172.8448331,40.5349692,11.02915631,4.49596614,4.988463819
Sample 353,5,46,1,2336.999672,2789.086235,7564.93086,20137.07214,211.0457382,213.0596416,53.49176376,5467.191645,3187.290587,680.9386085,287.4755582,2262.142936,105.7629382,11872.77307,27.65770391,271.2655582,413.2048897,150.7266526,28.52081611,7.691614578,9.139693628,205.6296186,384.5338861,426.2152917,7579.33727,11.0853069,420.1746466,10.19911398,127.6706833,910195.2267,6.517776882,343287.8902,192.8213605,49.34019788,11.56813991,4.28479066,5.27641398
Sample 354,5,46,1,2040.205793,2876.866437,7950.21735,20659.34042,208.3766133,191.1687123,50.80772679,5563.347916,3050.561335,636.6127557,239.9832586,1893.171419,96.06848829,11432.57282,26.8799775,265.1111059,400.902785,144.4196169,28.63636489,7.260429591,7.960485346,202.2815682,390.0877811,410.8506704,7368.426467,10.51950074,420.0599142,10.87152337,127.7854912,909098.1878,6.534071038,936027.3267,156.0005654,43.33982713,11.14120709,4.330266208,5.556703875
Sample 355,4,47,1,2637.031439,3211.869199,9046.943732,21829.16576,134.3858536,74.16168004,6.61830791,5710.628412,1421.633333,731.0053532,289.2605481,2457.625845,74.80049521,12922.95385,35.10938668,294.067268,562.8340297,120.1182237,36.32075706,8.78885968,6.161514248,225.9902423,261.9696394,467.6621234,7948.130053,12.93687255,420.1523526,10.0271855,127.1830054,591594.4089,6.992454025,124774.0407,172.6360932,42.46611172,15.90811297,4.282870079,5.234190844
Sample 356,4,47,1,2026.999861,3034.685028,8649.882491,22205.50349,127.5231012,72.67220673,6.539022977,5700.620236,1353.930776,723.5764513,278.2848225,2136.029515,76.1578962,12742.17157,31.72860957,310.8662607,590.1090336,122.9530059,39.10867337,8.425032822,6.457118953,229.8861587,265.070767,454.2316844,7683.528731,12.87762464,420.3834186,10.03634021,127.1408858,332571.4073,7.072438442,730585.3615,161.5735605,43.29983929,15.63003061,4.061266724,4.493127351
Sample 357,4,47,1,2056.511466,3094.597942,8890.06172,22821.68467,127.5612088,72.9253543,7.098194525,5753.206037,1267.977769,723.6073788,267.6981329,2196.472332,72.97761539,11927.90724,35.06390638,273.8349509,523.955264,113.0594771,33.36188477,8.083916231,5.733657832,219.6289648,252.8231654,458.9427794,7915.484953,12.85310354,420.0130839,10.43799367,127.0557447,853063.6292,6.707701181,646477.4324,150.494894,41.35746599,14.58244681,4.539165383,5.406177205
Sample 358,4,48,1,1776.461348,1670.039364,5036.576758,21044.57149,161.0353978,43.20589956,7.104313506,4127.101578,4092.093597,241.6549681,123.9171294,1359.678443,174.6382545,8067.752219,35.9419155,280.2649207,556.6550038,409.8600207,24.29226672,7.460438074,5.09190944,195.1418164,455.6870573,272.7101486,2639.459769,8.114932511,420.9653735,10.06568763,127.6183735,442397.893,7.309413032,833151.9857,136.6891208,35.98581432,21.59125357,3.672034794,4.358218301
Sample 359,4,48,1,2553.99908,2044.367653,5612.692524,23728.80884,172.7240068,67.59193475,10.05643241,4156.948865,4816.661735,411.4782284,123.4705182,2424.114789,170.4483625,7272.286175,38.14694859,252.272445,367.4752006,316.243721,22.27215988,6.387246034,4.993562777,188.0844157,485.1616116,300.1362342,3398.256401,8.349598805,420.3181869,10.97938642,127.5899414,904355.4782,6.368544593,398282.2282,135.6298917,36.94972157,15.48495498,4.031921959,4.398619868
Sample 360,4,48,1,3466.504454,2401.706028,5933.113198,22152.1904,196.6294505,97.1301492,13.8675074,4200.585589,5645.602773,417.7023729,123.2694676,1848.236064,205.6472112,7487.62741,32.94452347,265.0822069,397.9891024,320.9828016,24.28690402,7.014054034,5.234257628,196.519762,465.1891293,272.1810686,3559.218462,7.421606045,420.9556037,10.62890006,127.375036,33179.40595,6.661579822,749822.2094,141.7905438,41.13165577,15.81108886,4.258638505,4.497846295
